message,author,timestamp,category,sentiment,keyword_mentioned,message_length
"I just tried recipe! It was amazing.","Charlie","2025-02-13 18:40:14","food",0.53,"recipe",36
"I just found an app! It was weird.","Charlie","2025-02-13 18:40:19","other",0.88,"other",34
"I just found game! It was exciting.","Eve","2025-02-13 18:40:24","gaming",0.84,"game",35
"I just saw a story! It was amazing.","Bob","2025-02-13 18:40:29","other",0.33,"other",35
"I just tried a meme! It was amazing.","Bob","2025-02-13 18:40:34","humor",0.95,"meme",36
"I just found a meme! It was weird.","Bob","2025-02-13 18:40:39","humor",0.63,"meme",34
"I just saw an app! It was funny.","Charlie","2025-02-13 18:40:44","other",0.08,"other",32
"I just saw a meme! It was boring.","Alice","2025-02-13 18:40:49","humor",0.54,"meme",33
"I just saw a meme! It was weird.","Alice","2025-02-13 18:40:54","humor",0.01,"meme",32
"I just tried JavaScript! It was weird.","Bob","2025-02-13 18:40:59","tech",0.64,"JavaScript",38
"I just shared JavaScript! It was boring.","Charlie","2025-02-13 18:41:04","tech",0.91,"JavaScript",40
"I just shared recipe! It was amazing.","Alice","2025-02-13 18:41:09","food",0.66,"recipe",37
"I just saw a trick! It was weird.","Eve","2025-02-13 18:41:14","other",0.74,"other",33
"I just shared JavaScript! It was exciting.","Alice","2025-02-13 18:41:19","tech",1.0,"JavaScript",42
"I just tried a movie! It was funny.","Eve","2025-02-13 18:41:24","entertainment",0.28,"movie",35
"I just saw a movie! It was amazing.","Bob","2025-02-13 18:41:29","entertainment",0.09,"movie",35
"I just saw game! It was exciting.","Bob","2025-02-13 18:41:34","gaming",0.92,"game",33
"I just found Python! It was exciting.","Alice","2025-02-13 18:41:39","tech",0.06,"Python",37
"I just saw Python! It was exciting.","Bob","2025-02-13 18:41:45","tech",0.92,"Python",35
"I just tried an app! It was boring.","Bob","2025-02-13 18:41:50","other",0.59,"other",35
"I just saw JavaScript! It was exciting.","Bob","2025-02-13 18:41:55","tech",0.9,"JavaScript",39
"I just found a movie! It was exciting.","Alice","2025-02-13 18:42:00","entertainment",0.42,"movie",38
"I just loved a meme! It was amazing.","Eve","2025-02-13 18:42:05","humor",0.12,"meme",36
"I just found travel! It was funny.","Charlie","2025-02-13 18:42:10","travel",0.32,"travel",34
"I just shared game! It was funny.","Charlie","2025-02-13 18:42:15","gaming",0.45,"game",33
"I just tried JavaScript! It was boring.","Eve","2025-02-13 18:42:20","tech",0.76,"JavaScript",39
"I just tried game! It was funny.","Eve","2025-02-13 18:42:25","gaming",0.71,"game",32
"I just loved a meme! It was boring.","Bob","2025-02-13 18:42:30","humor",0.05,"meme",35
"I just shared game! It was funny.","Charlie","2025-02-13 18:42:35","gaming",0.31,"game",33
"I just shared a trick! It was boring.","Bob","2025-02-13 18:42:40","other",0.48,"other",37
"I just tried JavaScript! It was weird.","Alice","2025-02-13 18:42:45","tech",0.49,"JavaScript",38
"I just shared a movie! It was funny.","Bob","2025-02-13 18:42:50","entertainment",0.87,"movie",36
"I just tried travel! It was weird.","Bob","2025-02-13 18:42:55","travel",0.83,"travel",34
"I just shared recipe! It was funny.","Alice","2025-02-13 18:43:00","food",0.53,"recipe",35
"I just found a meme! It was weird.","Alice","2025-02-13 18:43:05","humor",0.6,"meme",34
"I just tried Python! It was weird.","Bob","2025-02-13 18:43:10","tech",0.84,"Python",34
"I just found a movie! It was funny.","Bob","2025-02-13 18:43:15","entertainment",0.54,"movie",35
"I just loved a meme! It was boring.","Eve","2025-02-13 18:43:20","humor",0.01,"meme",35
"I just found game! It was amazing.","Bob","2025-02-13 18:43:25","gaming",0.54,"game",34
"I just shared recipe! It was boring.","Alice","2025-02-13 18:43:30","food",0.13,"recipe",36
"I just shared a story! It was funny.","Bob","2025-02-13 18:43:35","other",0.65,"other",36
"I just found an app! It was amazing.","Charlie","2025-02-13 18:43:40","other",0.4,"other",36
"I just tried Python! It was weird.","Bob","2025-02-13 18:43:45","tech",0.63,"Python",34
"I just shared a trick! It was funny.","Charlie","2025-02-13 18:43:50","other",0.83,"other",36
"I just saw a story! It was funny.","Eve","2025-02-13 18:43:55","other",0.3,"other",33
"I just shared a story! It was weird.","Eve","2025-02-13 18:44:00","other",0.15,"other",36
"I just found a story! It was exciting.","Eve","2025-02-13 18:44:05","other",0.89,"other",38
"I just loved game! It was amazing.","Eve","2025-02-13 18:44:10","gaming",0.27,"game",34
"I just shared travel! It was exciting.","Eve","2025-02-13 18:44:15","travel",0.27,"travel",38
"I just shared a story! It was exciting.","Alice","2025-02-13 18:44:20","other",0.5,"other",39
"I just shared game! It was funny.","Charlie","2025-02-13 18:44:25","gaming",0.89,"game",33
"I just shared a meme! It was exciting.","Alice","2025-02-13 18:44:30","humor",0.98,"meme",38
"I just found a story! It was funny.","Charlie","2025-02-13 18:44:35","other",0.31,"other",35
"I just shared travel! It was funny.","Bob","2025-02-13 18:44:40","travel",0.88,"travel",35
"I just shared Python! It was weird.","Alice","2025-02-13 18:44:45","tech",0.53,"Python",35
"I just loved a trick! It was funny.","Alice","2025-02-13 18:44:50","other",0.37,"other",35
"I just loved Python! It was boring.","Eve","2025-02-13 18:44:55","tech",0.35,"Python",35
"I just tried a story! It was boring.","Bob","2025-02-13 18:45:00","other",0.07,"other",36
"I just loved Python! It was weird.","Alice","2025-02-13 18:45:05","tech",0.83,"Python",34
"I just found Python! It was amazing.","Bob","2025-02-13 18:45:10","tech",0.35,"Python",36
"I just saw travel! It was boring.","Alice","2025-02-13 18:45:15","travel",0.97,"travel",33
"I just found a story! It was weird.","Bob","2025-02-13 18:45:20","other",0.1,"other",35
"I just loved a trick! It was weird.","Charlie","2025-02-13 18:45:25","other",0.39,"other",35
"I just tried travel! It was exciting.","Bob","2025-02-13 18:45:30","travel",0.75,"travel",37
"I just tried JavaScript! It was amazing.","Charlie","2025-02-13 18:45:35","tech",0.83,"JavaScript",40
"I just found an app! It was amazing.","Eve","2025-02-13 18:45:40","other",0.82,"other",36
"I just found a trick! It was boring.","Alice","2025-02-13 18:45:45","other",0.83,"other",36
"I just tried game! It was funny.","Bob","2025-02-13 18:45:50","gaming",0.49,"game",32
"I just loved travel! It was boring.","Bob","2025-02-13 18:45:55","travel",0.93,"travel",35
"I just loved travel! It was exciting.","Bob","2025-02-13 18:46:00","travel",0.27,"travel",37
"I just loved a story! It was boring.","Eve","2025-02-13 18:46:05","other",0.67,"other",36
"I just loved a trick! It was boring.","Bob","2025-02-13 18:46:10","other",0.19,"other",36
"I just saw Python! It was exciting.","Charlie","2025-02-13 18:46:15","tech",0.3,"Python",35
"I just found game! It was amazing.","Charlie","2025-02-13 18:46:20","gaming",0.02,"game",34
"I just saw recipe! It was amazing.","Eve","2025-02-13 18:46:25","food",0.78,"recipe",34
"I just shared a meme! It was weird.","Charlie","2025-02-13 18:46:30","humor",0.85,"meme",35
"I just shared JavaScript! It was weird.","Charlie","2025-02-13 18:46:35","tech",0.87,"JavaScript",39
"I just tried an app! It was exciting.","Eve","2025-02-13 18:46:40","other",0.2,"other",37
"I just loved game! It was exciting.","Charlie","2025-02-13 18:46:45","gaming",0.63,"game",35
"I just shared a trick! It was amazing.","Alice","2025-02-13 18:46:50","other",0.17,"other",38
"I just found recipe! It was boring.","Alice","2025-02-13 18:46:55","food",0.89,"recipe",35
"I just loved Python! It was weird.","Charlie","2025-02-13 18:47:00","tech",0.79,"Python",34
"I just shared a meme! It was weird.","Eve","2025-02-13 18:47:05","humor",0.84,"meme",35
"I just found a story! It was funny.","Alice","2025-02-13 18:47:10","other",0.28,"other",35
"I just saw JavaScript! It was funny.","Charlie","2025-02-13 18:47:15","tech",0.87,"JavaScript",36
"I just tried game! It was boring.","Eve","2025-02-13 18:47:20","gaming",0.35,"game",33
"I just loved a meme! It was weird.","Bob","2025-02-13 18:47:25","humor",0.91,"meme",34
"I just loved travel! It was boring.","Eve","2025-02-13 18:47:30","travel",0.63,"travel",35
"I just shared travel! It was amazing.","Alice","2025-02-13 18:47:35","travel",0.64,"travel",37
"I just found JavaScript! It was boring.","Alice","2025-02-13 18:47:40","tech",0.13,"JavaScript",39
"I just loved game! It was exciting.","Charlie","2025-02-13 18:47:45","gaming",0.73,"game",35
"I just found a movie! It was boring.","Bob","2025-02-13 18:47:50","entertainment",0.62,"movie",36
"I just tried a story! It was funny.","Charlie","2025-02-13 18:47:55","other",0.75,"other",35
"I just shared a meme! It was exciting.","Eve","2025-02-13 18:48:00","humor",0.86,"meme",38
"I just shared JavaScript! It was exciting.","Charlie","2025-02-13 18:48:05","tech",0.43,"JavaScript",42
"I just loved JavaScript! It was weird.","Eve","2025-02-13 18:48:10","tech",0.51,"JavaScript",38
"I just tried JavaScript! It was boring.","Alice","2025-02-13 18:48:15","tech",0.62,"JavaScript",39
"I just shared JavaScript! It was funny.","Charlie","2025-02-13 18:48:20","tech",0.32,"JavaScript",39
"I just saw a trick! It was exciting.","Eve","2025-02-13 18:48:25","other",0.9,"other",36
"I just loved a movie! It was amazing.","Bob","2025-02-13 18:48:30","entertainment",0.89,"movie",37
"I just found a story! It was boring.","Charlie","2025-02-13 18:48:35","other",0.86,"other",36
"I just tried Python! It was exciting.","Charlie","2025-02-13 18:48:40","tech",0.92,"Python",37
"I just tried a trick! It was funny.","Eve","2025-02-13 18:48:45","other",0.94,"other",35
"I just found a story! It was boring.","Bob","2025-02-13 18:48:50","other",0.41,"other",36
"I just saw JavaScript! It was weird.","Bob","2025-02-13 18:48:55","tech",0.17,"JavaScript",36
"I just shared a story! It was weird.","Bob","2025-02-13 18:49:00","other",0.16,"other",36
"I just loved an app! It was exciting.","Charlie","2025-02-13 18:49:05","other",0.53,"other",37
"I just tried travel! It was exciting.","Charlie","2025-02-13 18:49:11","travel",0.85,"travel",37
"I just tried a trick! It was funny.","Eve","2025-02-13 18:49:16","other",0.12,"other",35
"I just loved Python! It was exciting.","Bob","2025-02-13 18:49:21","tech",0.07,"Python",37
"I just found JavaScript! It was funny.","Charlie","2025-02-13 18:49:26","tech",0.39,"JavaScript",38
"I just found a trick! It was funny.","Charlie","2025-02-13 18:49:31","other",0.16,"other",35
"I just tried Python! It was weird.","Eve","2025-02-13 18:49:36","tech",0.97,"Python",34
"I just found a movie! It was weird.","Alice","2025-02-13 18:49:41","entertainment",0.69,"movie",35
"I just saw Python! It was exciting.","Charlie","2025-02-13 18:49:46","tech",0.23,"Python",35
"I just saw a meme! It was weird.","Alice","2025-02-13 18:49:51","humor",0.27,"meme",32
"I just found a story! It was weird.","Alice","2025-02-13 18:49:56","other",0.94,"other",35
"I just tried a meme! It was funny.","Eve","2025-02-13 18:50:01","humor",0.59,"meme",34
"I just shared a story! It was boring.","Bob","2025-02-13 18:50:06","other",0.16,"other",37
"I just loved JavaScript! It was funny.","Charlie","2025-02-13 18:50:11","tech",0.41,"JavaScript",38
"I just tried travel! It was exciting.","Eve","2025-02-13 18:50:16","travel",0.02,"travel",37
"I just found a movie! It was funny.","Charlie","2025-02-13 18:50:21","entertainment",0.19,"movie",35
"I just loved a movie! It was funny.","Alice","2025-02-13 18:50:26","entertainment",0.74,"movie",35
"I just loved travel! It was exciting.","Eve","2025-02-13 18:50:31","travel",0.03,"travel",37
"I just found a trick! It was boring.","Alice","2025-02-13 18:50:36","other",0.76,"other",36
"I just shared JavaScript! It was weird.","Alice","2025-02-13 18:50:41","tech",0.47,"JavaScript",39
"I just loved JavaScript! It was amazing.","Charlie","2025-02-13 18:50:46","tech",0.88,"JavaScript",40
"I just loved a movie! It was weird.","Alice","2025-02-13 18:50:51","entertainment",0.2,"movie",35
"I just tried game! It was funny.","Bob","2025-02-13 18:50:56","gaming",0.48,"game",32
"I just shared game! It was boring.","Charlie","2025-02-13 18:51:01","gaming",0.88,"game",34
"I just saw recipe! It was exciting.","Charlie","2025-02-13 18:51:06","food",0.58,"recipe",35
"I just tried recipe! It was exciting.","Bob","2025-02-13 18:51:11","food",0.74,"recipe",37
"I just loved an app! It was amazing.","Bob","2025-02-13 18:51:16","other",0.14,"other",36
"I just found an app! It was amazing.","Alice","2025-02-13 18:51:21","other",0.86,"other",36
"I just tried travel! It was funny.","Charlie","2025-02-13 18:51:26","travel",0.64,"travel",34
"I just loved game! It was boring.","Charlie","2025-02-13 18:51:31","gaming",0.19,"game",33
"I just shared a movie! It was exciting.","Alice","2025-02-13 18:51:36","entertainment",0.81,"movie",39
"I just loved a story! It was boring.","Charlie","2025-02-13 18:51:41","other",0.12,"other",36
"I just loved a movie! It was funny.","Bob","2025-02-13 18:51:46","entertainment",0.9,"movie",35
"I just tried a story! It was exciting.","Eve","2025-02-13 18:51:51","other",0.89,"other",38
"I just loved recipe! It was amazing.","Eve","2025-02-13 18:51:56","food",0.67,"recipe",36
"I just loved a trick! It was funny.","Charlie","2025-02-13 18:52:01","other",0.79,"other",35
"I just shared Python! It was amazing.","Eve","2025-02-13 18:52:06","tech",0.86,"Python",37
"I just saw a story! It was exciting.","Bob","2025-02-13 18:52:11","other",0.14,"other",36
"I just found a movie! It was funny.","Charlie","2025-02-13 18:52:16","entertainment",0.34,"movie",35
"I just saw an app! It was amazing.","Bob","2025-02-13 18:52:21","other",0.66,"other",34
"I just shared a movie! It was amazing.","Eve","2025-02-13 18:52:26","entertainment",0.42,"movie",38
"I just saw a meme! It was boring.","Alice","2025-02-13 18:52:31","humor",0.35,"meme",33
"I just found a meme! It was weird.","Bob","2025-02-13 18:52:36","humor",0.17,"meme",34
"I just saw a trick! It was exciting.","Bob","2025-02-13 18:52:41","other",0.19,"other",36
"I just shared an app! It was weird.","Charlie","2025-02-13 18:52:46","other",0.63,"other",35
"I just saw JavaScript! It was boring.","Eve","2025-02-13 18:52:51","tech",0.17,"JavaScript",37
"I just saw JavaScript! It was amazing.","Bob","2025-02-13 18:52:56","tech",0.6,"JavaScript",38
"I just loved a trick! It was funny.","Eve","2025-02-13 18:53:01","other",0.76,"other",35
"I just tried travel! It was weird.","Alice","2025-02-13 18:53:06","travel",0.34,"travel",34
"I just loved an app! It was exciting.","Charlie","2025-02-13 18:53:11","other",0.04,"other",37
"I just saw an app! It was weird.","Charlie","2025-02-13 18:53:16","other",0.65,"other",32
"I just loved a movie! It was amazing.","Bob","2025-02-13 18:53:21","entertainment",0.35,"movie",37
"I just loved game! It was weird.","Eve","2025-02-13 18:53:26","gaming",0.22,"game",32
"I just loved an app! It was funny.","Charlie","2025-02-13 18:53:31","other",0.86,"other",34
"I just found Python! It was boring.","Alice","2025-02-13 18:53:36","tech",0.72,"Python",35
"I just shared recipe! It was exciting.","Eve","2025-02-13 18:53:41","food",0.67,"recipe",38
"I just shared an app! It was boring.","Alice","2025-02-13 18:53:46","other",0.19,"other",36
"I just saw Python! It was funny.","Charlie","2025-02-13 18:53:51","tech",0.25,"Python",32
"I just shared recipe! It was exciting.","Eve","2025-02-13 18:53:56","food",0.33,"recipe",38
"I just loved JavaScript! It was weird.","Alice","2025-02-13 18:54:01","tech",0.35,"JavaScript",38
"I just tried game! It was boring.","Charlie","2025-02-13 18:54:06","gaming",0.65,"game",33
"I just shared a trick! It was funny.","Eve","2025-02-13 18:54:11","other",0.72,"other",36
"I just loved game! It was boring.","Alice","2025-02-13 18:54:16","gaming",0.84,"game",33
"I just found game! It was amazing.","Alice","2025-02-13 18:54:21","gaming",0.84,"game",34
"I just found game! It was exciting.","Bob","2025-02-13 18:54:26","gaming",0.92,"game",35
"I just found a meme! It was amazing.","Bob","2025-02-13 18:54:31","humor",0.53,"meme",36
